Delivery_ID,Date,Region,Product_Type,Quantity_kg,Distance_km,Vehicle_Type,Weather,Traffic_Level,Logistics_Partner,Temperature_C,Predicted_Time_hr,Delivery_Time_hr,Delay_Min,Fuel_Efficiency_km_per_litre,Fuel_Cost_USD,Customer_Rating,Delivery_Status,Payment_Status
169,24/03/2023,Enugu,Frozen Fish,1228,564,Van,Stormy,Low,EcoMove,35.2,13.1,14.1,60,6.65,118.74,3.1,Delayed,Paid
170,14/12/2023,Benin,Fresh Fish,343,300,Truck,Stormy,Medium,BlueWave Logistics,32.2,5.95,6.63,40.8,10.36,40.54,3.6,Delayed,Paid
171,20/04/2024,Lagos,Frozen Fish,819,703,Truck,Sunny,Medium,BlueWave Logistics,36.2,12.81,12.81,0,11.11,88.59,5,On-Time,Paid
172,02/05/2023,Lagos,Frozen Fish,1367,488,Van,Sunny,High,BlueWave Logistics,33,7.84,8.97,67.8,6.99,97.74,2.5,Delayed,Paid
173,14/03/2023,Kano,Fresh Fish,108,301,Motorcycle,Sunny,High,EcoMove,33.4,4.36,6.24,112.8,10.54,39.98,1.6,Delayed,Paid
174,28/12/2023,Lagos,Fresh Fish,568,410,Van,Sunny,High,BlueWave Logistics,32.4,9.02,11.12,126,8.62,66.59,1,Delayed,Paid
175,28/08/2023,Port Harcourt,Fresh Fish,245,371,Motorcycle,Rainy,High,FishFleet,34.1,6.33,10.21,232.8,8.86,58.62,1,Delayed,Paid
176,10/04/2023,Kano,Frozen Fish,925,324,Van,Sunny,High,MarineXpress,27.4,5.96,8,122.4,5.12,88.59,1.3,Delayed,Paid
177,07/04/2024,Lagos,Fresh Fish,1370,208,Van,Sunny,Medium,MarineXpress,32.3,4.12,4.12,0,11.17,26.07,5,On-Time,Paid
178,17/07/2023,Lagos,Fresh Fish,1275,53,Van,Sunny,Low,MarineXpress,30,1.18,1.18,0,11.68,6.35,5,On-Time,Paid
179,17/03/2023,Ibadan,Frozen Fish,484,634,Van,Sunny,Medium,MarineXpress,30.8,11.6,11.6,0,9.51,93.33,5,On-Time,Paid
180,06/12/2023,Ibadan,Fresh Fish,911,699,Van,Stormy,High,EcoMove,26.8,13.23,14.12,53.4,9.02,108.49,2.9,Delayed,Paid
181,05/12/2023,Enugu,Fresh Fish,1365,608,Truck,Sunny,Low,FishFleet,32.6,10.93,10.93,0,10.86,78.38,4.8,On-Time,Paid
182,03/10/2023,Benin,Frozen Fish,897,275,Motorcycle,Sunny,High,FishFleet,31.2,4.94,7.24,138,10.67,36.08,1,Delayed,Pending
183,17/08/2024,Kaduna,Fresh Fish,530,648,Motorcycle,Sunny,Low,BlueWave Logistics,28.7,11.03,11.03,0,7.17,126.53,5,On-Time,Paid
184,26/08/2024,Enugu,Fresh Fish,1057,652,Van,Sunny,Low,MarineXpress,30.9,9.44,9.44,0,10.49,87.02,5,On-Time,Paid
185,24/11/2024,Lagos,Fresh Fish,332,483,Van,Rainy,Medium,BlueWave Logistics,36,10.43,11.59,69.6,4.24,159.48,3.2,Delayed,Paid
186,09/08/2024,Enugu,Frozen Fish,646,643,Truck,Rainy,Medium,MarineXpress,33.5,12.97,13.93,57.6,6.62,135.98,2.4,Delayed,Paid
187,19/01/2024,Ibadan,Fresh Fish,268,350,Motorcycle,Sunny,High,BlueWave Logistics,32.4,7.26,9.16,114,11.95,41,1,Delayed,Paid
188,13/11/2024,Benin,Fresh Fish,1041,747,Motorcycle,Stormy,Medium,MarineXpress,25.5,18.15,19.74,95.4,5.47,191.19,2.4,Delayed,Paid
189,08/05/2024,Lagos,Frozen Fish,950,216,Van,Sunny,Low,EcoMove,25.4,4.25,4.25,0,5.48,55.18,4.4,On-Time,Paid
190,02/07/2024,Lagos,Fresh Fish,876,228,Truck,Rainy,High,FishFleet,27.9,3.59,5.97,142.8,9.4,33.96,1,Delayed,Paid
191,27/03/2023,Enugu,Frozen Fish,339,526,Van,Rainy,High,FishFleet,24,11.54,14.27,163.8,6.99,105.35,1,Delayed,Paid
192,14/08/2023,Benin,Frozen Fish,613,84,Van,Stormy,High,MarineXpress,29.2,1.67,4.59,175.2,4.13,28.47,1,Delayed,Paid
193,30/08/2024,Port Harcourt,Frozen Fish,551,116,Van,Stormy,Medium,EcoMove,31.7,1.92,2.81,53.4,9.56,16.99,3.4,Delayed,Paid
194,26/10/2023,Kano,Fresh Fish,439,798,Motorcycle,Sunny,High,FishFleet,24.6,11.88,14.03,129,11.65,95.9,1.2,Delayed,Paid
195,03/03/2024,Port Harcourt,Frozen Fish,703,282,Truck,Sunny,Low,FishFleet,28.9,4.25,4.25,0,6.86,57.55,5,On-Time,Paid
196,05/11/2023,Kaduna,Frozen Fish,1132,403,Truck,Rainy,Medium,BlueWave Logistics,28.2,8.07,9.32,75,5.79,97.44,2.6,Delayed,Paid
197,16/02/2024,Benin,Frozen Fish,1130,516,Truck,Rainy,Low,BlueWave Logistics,20.3,11.84,13.45,96.6,9.37,77.1,1.2,Delayed,Paid
198,23/09/2024,Enugu,Frozen Fish,1110,574,Truck,Rainy,Low,BlueWave Logistics,24.5,13.67,15,79.8,5.87,136.9,2.4,Delayed,Paid
199,18/02/2023,Port Harcourt,Frozen Fish,516,768,Truck,Stormy,High,BlueWave Logistics,21.2,18.33,21.13,168,7.2,149.33,1,Delayed,Paid
200,07/07/2023,Enugu,Fresh Fish,849,336,Van,Sunny,Medium,BlueWave Logistics,32.9,5.89,5.89,0,5.97,78.79,5,On-Time,Paid
201,20/09/2023,Kaduna,Fresh Fish,175,171,Motorcycle,Sunny,High,FishFleet,28.5,2.54,3.99,87,9.25,25.88,2.4,Delayed,Paid
202,22/05/2024,Lagos,Frozen Fish,1410,448,Motorcycle,Sunny,Medium,EcoMove,27.8,6.79,6.79,0,6.68,93.89,5,On-Time,Paid
203,20/06/2024,Lagos,Frozen Fish,1258,697,Truck,Sunny,Low,FishFleet,31.7,10.87,10.87,0,11.8,82.69,5,On-Time,Paid
204,19/08/2023,Kano,Fresh Fish,1125,412,Van,Sunny,High,EcoMove,35.2,6.78,7.33,33,6.11,94.4,3.2,Delayed,Paid
205,06/02/2024,Enugu,Frozen Fish,1417,443,Motorcycle,Rainy,Low,MarineXpress,36.7,8.24,9.71,88.2,6.35,97.67,1.6,Delayed,Paid
206,11/10/2024,Kaduna,Fresh Fish,902,518,Van,Stormy,Low,FishFleet,25.4,10.45,10.96,30.6,6.89,105.25,3.9,Delayed,Paid
207,17/04/2023,Enugu,Frozen Fish,662,712,Motorcycle,Sunny,Low,MarineXpress,31.6,12.32,12.32,0,9.42,105.82,5,On-Time,Paid
208,22/08/2023,Ibadan,Frozen Fish,463,411,Motorcycle,Stormy,High,EcoMove,35.5,7.78,10.74,177.6,4.74,121.39,1,Delayed,Paid
209,17/11/2024,Enugu,Frozen Fish,365,386,Truck,Stormy,High,BlueWave Logistics,37,6.6,8.21,96.6,7.05,76.65,2.8,Delayed,Paid
210,02/04/2023,Enugu,Frozen Fish,195,63,Motorcycle,Sunny,Medium,EcoMove,29.3,1.37,1.37,0,10.95,8.05,5,On-Time,Paid
211,13/08/2024,Ibadan,Frozen Fish,1449,573,Van,Stormy,High,FishFleet,28.2,8.89,11.22,139.8,4.79,167.47,1,Delayed,Paid
212,04/05/2023,Ibadan,Frozen Fish,254,716,Van,Sunny,Medium,FishFleet,26,12.96,12.96,0,5.54,180.94,4.5,On-Time,Paid
213,14/08/2024,Port Harcourt,Frozen Fish,507,430,Van,Sunny,High,EcoMove,29.3,7.43,9.46,121.8,7.6,79.21,1,Delayed,Pending
214,13/05/2024,Kaduna,Frozen Fish,736,624,Van,Rainy,Medium,EcoMove,32.5,9.76,10.54,46.8,4.49,194.57,2.2,Delayed,Paid
215,30/04/2023,Port Harcourt,Frozen Fish,1304,144,Van,Sunny,High,EcoMove,25.6,3.04,4.22,70.8,4.77,42.26,3.3,Delayed,Paid
216,23/12/2024,Lagos,Fresh Fish,1341,205,Motorcycle,Sunny,Low,EcoMove,26.4,4.04,4.04,0,7.66,37.47,5,On-Time,Paid
217,06/08/2024,Kano,Frozen Fish,995,591,Motorcycle,Sunny,Low,FishFleet,30.2,13.49,13.49,0,7.92,104.47,5,On-Time,Pending
218,26/08/2023,Port Harcourt,Fresh Fish,1431,241,Motorcycle,Stormy,Low,MarineXpress,28.7,4.51,5.54,61.8,6.22,54.24,2.8,Delayed,Pending
219,16/06/2023,Ibadan,Fresh Fish,538,483,Truck,Sunny,Low,BlueWave Logistics,25.7,8.07,8.07,0,8.21,82.36,5,On-Time,Pending
220,14/07/2024,Lagos,Frozen Fish,673,517,Motorcycle,Sunny,Medium,BlueWave Logistics,35.5,9.78,9.78,0,11.66,62.08,5,On-Time,Paid
221,20/02/2023,Kaduna,Fresh Fish,89,570,Van,Stormy,Medium,MarineXpress,23.4,9.27,9.75,28.8,10.97,72.74,4.6,Delayed,Paid
222,17/07/2023,Benin,Frozen Fish,779,764,Motorcycle,Stormy,Medium,BlueWave Logistics,26.5,12.26,14,104.4,6.62,161.57,1,Delayed,Paid
223,15/04/2024,Enugu,Frozen Fish,797,523,Van,Sunny,Low,EcoMove,26.5,13.05,13.05,0,7.94,92.22,4.9,On-Time,Paid
224,09/07/2023,Kaduna,Frozen Fish,1265,416,Motorcycle,Sunny,High,EcoMove,25.3,7.23,8.19,57.6,8.63,67.49,2.4,Delayed,Pending
225,17/01/2024,Kaduna,Fresh Fish,324,756,Truck,Sunny,High,EcoMove,37.4,10.96,12.82,111.6,11.01,96.13,1,Delayed,Paid
226,02/12/2023,Ibadan,Frozen Fish,801,778,Motorcycle,Rainy,Medium,EcoMove,37.5,12.74,14.08,80.4,7.53,144.65,3,Delayed,Paid
227,15/06/2024,Kano,Frozen Fish,405,792,Truck,Stormy,High,FishFleet,27.5,14.59,17.12,151.8,11.74,94.45,1,Delayed,Pending
228,27/12/2024,Port Harcourt,Frozen Fish,204,554,Motorcycle,Sunny,Low,EcoMove,31.6,10.36,10.36,0,9.22,84.12,5,On-Time,Pending
229,15/10/2023,Ibadan,Frozen Fish,741,706,Motorcycle,Sunny,High,FishFleet,30.1,15.41,16.64,73.8,5.3,186.49,2.1,Delayed,Paid
230,21/08/2024,Enugu,Frozen Fish,812,775,Truck,Rainy,Low,FishFleet,32.3,11.63,12.56,55.8,9.37,115.8,2.6,Delayed,Paid
231,29/08/2024,Ibadan,Fresh Fish,1264,160,Motorcycle,Rainy,Low,MarineXpress,35.4,2.3,3.06,45.6,4.13,54.24,4.1,Delayed,Paid
232,24/05/2023,Enugu,Frozen Fish,1150,16,Motorcycle,Sunny,Medium,EcoMove,26.7,0.35,0.35,0,9.27,2.42,4.8,On-Time,Paid
233,31/12/2023,Ibadan,Frozen Fish,104,763,Motorcycle,Sunny,Medium,BlueWave Logistics,28.3,17.62,17.62,0,8.87,120.43,5,On-Time,Paid
234,20/03/2024,Benin,Frozen Fish,765,176,Truck,Sunny,Low,FishFleet,40.9,3.59,3.59,0,7.97,30.92,5,On-Time,Pending
235,03/09/2023,Kano,Frozen Fish,720,531,Van,Rainy,Medium,BlueWave Logistics,25.4,10.7,11.5,48,7.77,95.68,2.8,Delayed,Paid
236,23/11/2024,Benin,Frozen Fish,1212,378,Van,Sunny,Low,BlueWave Logistics,28.6,6.06,6.06,0,4.48,118.12,4.7,On-Time,Pending
237,13/10/2024,Lagos,Fresh Fish,450,315,Truck,Sunny,Low,FishFleet,25,6.74,6.74,0,4.52,97.57,5,On-Time,Paid
238,20/10/2023,Kano,Fresh Fish,279,99,Van,Sunny,High,MarineXpress,37.8,1.74,3.5,105.6,6.48,21.39,2,Delayed,Pending
239,17/01/2024,Port Harcourt,Fresh Fish,1395,249,Van,Stormy,Medium,MarineXpress,27.4,5.18,6.29,66.6,5.43,64.2,3.9,Delayed,Paid
240,22/08/2023,Ibadan,Fresh Fish,116,342,Motorcycle,Sunny,Low,FishFleet,34.6,5.42,5.42,0,6.73,71.14,5,On-Time,Pending
241,30/11/2023,Kaduna,Fresh Fish,1171,778,Van,Sunny,Medium,MarineXpress,24.5,15.28,15.28,0,11.89,91.61,4.7,On-Time,Pending
242,11/01/2024,Lagos,Fresh Fish,163,68,Truck,Sunny,Low,FishFleet,29.1,1.34,1.34,0,10.42,9.14,5,On-Time,Paid
243,23/06/2024,Kaduna,Fresh Fish,465,725,Truck,Sunny,Low,EcoMove,32.3,17.66,17.66,0,5.24,193.7,5,On-Time,Paid
244,13/07/2023,Benin,Fresh Fish,1086,731,Truck,Sunny,Medium,EcoMove,20.7,17.37,17.37,0,4.14,247.2,4.6,On-Time,Paid
245,16/04/2024,Port Harcourt,Fresh Fish,1295,551,Truck,Sunny,Low,BlueWave Logistics,25.1,8.92,8.92,0,4.48,172.19,4.4,On-Time,Paid
246,16/11/2023,Kano,Fresh Fish,1496,470,Van,Sunny,Medium,MarineXpress,24.4,8.21,8.21,0,6.15,106.99,5,On-Time,Paid
247,09/12/2023,Port Harcourt,Frozen Fish,1094,15,Motorcycle,Rainy,Medium,FishFleet,29.2,0.34,1.49,69,5.53,3.8,3.5,Delayed,Paid
248,22/03/2024,Lagos,Frozen Fish,264,795,Van,Rainy,Low,EcoMove,33.5,11.58,12.48,54,8.22,135.4,3.9,Delayed,Pending
249,28/12/2024,Benin,Fresh Fish,1217,317,Van,Rainy,Medium,BlueWave Logistics,29.3,5.69,6.91,73.2,9.92,44.74,2.4,Delayed,Paid
250,24/05/2023,Ibadan,Frozen Fish,539,85,Truck,Stormy,Medium,FishFleet,17.4,1.88,2.4,31.2,4.96,23.99,4.3,Delayed,Pending
251,24/03/2024,Kaduna,Fresh Fish,952,586,Van,Sunny,Medium,MarineXpress,23.3,11.26,11.26,0,8.45,97.09,4.6,On-Time,Paid
252,24/08/2024,Ibadan,Fresh Fish,389,374,Van,Stormy,Low,FishFleet,35.4,6.78,8.28,90,9.89,52.94,1.7,Delayed,Pending
253,14/02/2023,Enugu,Frozen Fish,161,169,Van,Sunny,Low,FishFleet,32.3,3.86,3.86,0,9.42,25.12,5,On-Time,Paid
254,23/05/2023,Port Harcourt,Frozen Fish,1051,67,Van,Sunny,Medium,FishFleet,28.3,1.22,1.22,0,8.62,10.88,5,On-Time,Paid
255,13/01/2023,Lagos,Frozen Fish,431,84,Truck,Rainy,Medium,BlueWave Logistics,33.6,1.97,2.49,31.2,7.72,15.23,4.3,Delayed,Pending
256,03/06/2024,Kaduna,Frozen Fish,1151,33,Truck,Sunny,Low,EcoMove,32.3,0.65,0.65,0,5.91,7.82,5,On-Time,Paid
257,08/12/2024,Kano,Frozen Fish,135,504,Truck,Sunny,High,BlueWave Logistics,26.5,8.48,10.11,97.8,10.89,64.79,2.2,Delayed,Paid
258,30/01/2023,Kano,Fresh Fish,410,686,Motorcycle,Sunny,Low,MarineXpress,37.1,10.85,10.85,0,5.08,189.06,5,On-Time,Paid
259,08/01/2023,Kano,Frozen Fish,533,672,Truck,Rainy,Low,EcoMove,22,13.84,15.24,84,6.72,140,3,Delayed,Paid
260,13/03/2024,Benin,Frozen Fish,523,455,Motorcycle,Sunny,Low,FishFleet,32.4,8.13,8.13,0,5.19,122.74,4.5,On-Time,Paid
261,24/12/2024,Kano,Frozen Fish,1149,622,Truck,Rainy,High,BlueWave Logistics,32.8,12.34,13.66,79.2,6.49,134.18,2.4,Delayed,Paid
262,04/05/2023,Kaduna,Fresh Fish,930,278,Truck,Sunny,High,BlueWave Logistics,30.5,3.97,6.37,144,9.01,43.2,1,Delayed,Paid
263,12/09/2023,Port Harcourt,Frozen Fish,1104,405,Van,Sunny,High,MarineXpress,25.6,6.35,7.33,58.8,7.88,71.95,3.4,Delayed,Paid
264,17/03/2023,Port Harcourt,Fresh Fish,1433,245,Van,Sunny,Medium,BlueWave Logistics,29.8,3.8,3.8,0,5.48,62.59,5,On-Time,Paid
265,24/01/2023,Port Harcourt,Frozen Fish,1397,334,Motorcycle,Sunny,Low,EcoMove,29.5,4.97,4.97,0,4.11,113.77,5,On-Time,Paid
266,15/08/2023,Benin,Frozen Fish,217,233,Motorcycle,Sunny,Medium,FishFleet,30.2,3.98,3.98,0,5.68,57.43,4.6,On-Time,Pending
267,20/03/2023,Enugu,Frozen Fish,1356,669,Van,Stormy,Low,FishFleet,26,10.78,11.84,63.6,9.1,102.92,3.1,Delayed,Paid
268,10/06/2023,Kano,Fresh Fish,954,360,Motorcycle,Sunny,Medium,FishFleet,28.4,5.64,5.64,0,8.65,58.27,4.8,On-Time,Paid
269,22/06/2024,Port Harcourt,Frozen Fish,1021,499,Motorcycle,Sunny,Low,EcoMove,32.3,10.35,10.35,0,4.43,157.7,5,On-Time,Paid
270,07/11/2023,Kano,Fresh Fish,1293,308,Van,Rainy,Medium,FishFleet,26.1,4.44,4.82,22.8,8.19,52.65,5,Delayed,Pending
271,17/06/2023,Benin,Fresh Fish,1345,347,Van,Rainy,High,BlueWave Logistics,23.6,6.48,9.19,162.6,4.3,112.98,1,Delayed,Pending
272,07/04/2024,Kano,Fresh Fish,416,182,Truck,Rainy,Medium,MarineXpress,25.6,3.2,4.81,96.6,4.79,53.19,2.5,Delayed,Paid
273,06/05/2023,Enugu,Frozen Fish,1186,23,Van,Rainy,Medium,MarineXpress,25.1,0.4,1.32,55.2,5.54,5.81,3.3,Delayed,Paid
274,20/11/2024,Benin,Fresh Fish,621,335,Truck,Sunny,Medium,FishFleet,29.5,6.05,6.05,0,7.55,62.12,4.2,On-Time,Paid
275,23/03/2024,Benin,Fresh Fish,896,45,Truck,Sunny,Medium,MarineXpress,32.8,0.87,0.87,0,5.08,12.4,5,On-Time,Paid
276,28/02/2023,Lagos,Fresh Fish,954,265,Truck,Sunny,Medium,BlueWave Logistics,29.6,3.98,3.98,0,10.14,36.59,4.9,On-Time,Paid
277,25/05/2024,Benin,Fresh Fish,998,266,Van,Sunny,Low,MarineXpress,34.4,6.44,6.44,0,7.61,48.94,5,On-Time,Paid
278,02/02/2023,Kano,Frozen Fish,937,391,Truck,Sunny,Low,MarineXpress,29.2,8.25,8.25,0,7.47,73.28,5,On-Time,Pending
279,04/12/2023,Benin,Frozen Fish,413,305,Truck,Sunny,Low,EcoMove,32.7,4.36,4.36,0,11.28,37.85,4.8,On-Time,Paid
280,12/11/2023,Kano,Fresh Fish,1361,234,Van,Stormy,High,BlueWave Logistics,28,5.05,8.2,189,11.07,29.59,1,Delayed,Paid
281,06/06/2024,Kano,Frozen Fish,1128,591,Van,Stormy,High,EcoMove,29.7,11.63,14.01,142.8,9.27,89.26,1,Delayed,Paid
282,02/11/2023,Port Harcourt,Fresh Fish,1316,705,Truck,Rainy,Low,BlueWave Logistics,30.1,11.03,12.04,60.6,8.31,118.77,4.3,Delayed,Paid
283,28/10/2023,Benin,Fresh Fish,202,116,Motorcycle,Sunny,Low,EcoMove,30.4,2.45,2.45,0,4.24,38.3,5,On-Time,Paid
284,30/08/2023,Lagos,Fresh Fish,218,367,Truck,Stormy,Low,EcoMove,35.2,5.82,6.64,49.2,9.33,55.07,3.1,Delayed,Paid
285,06/12/2024,Kano,Fresh Fish,1182,750,Motorcycle,Stormy,Medium,EcoMove,27.5,11.17,12.86,101.4,7.91,132.74,1.7,Delayed,Paid
286,07/09/2023,Port Harcourt,Frozen Fish,974,180,Truck,Sunny,Low,BlueWave Logistics,31.6,4.32,4.32,0,5.94,42.42,5,On-Time,Paid
287,19/03/2024,Lagos,Fresh Fish,945,412,Truck,Sunny,High,MarineXpress,25.3,6.03,7.3,76.2,5.05,114.22,2.8,Delayed,Pending
288,30/12/2023,Lagos,Frozen Fish,1411,370,Motorcycle,Sunny,Medium,BlueWave Logistics,26.6,6.75,6.75,0,5.39,96.1,5,On-Time,Pending
289,28/05/2024,Benin,Frozen Fish,85,564,Truck,Stormy,Medium,BlueWave Logistics,26.9,9.72,10.74,61.2,10.83,72.91,3.7,Delayed,Paid
290,19/07/2023,Ibadan,Fresh Fish,773,414,Truck,Sunny,High,EcoMove,25.2,8.56,9.86,78,4.93,117.57,2.9,Delayed,Paid
291,09/04/2023,Port Harcourt,Frozen Fish,1413,181,Truck,Sunny,Medium,BlueWave Logistics,27.8,3.28,3.28,0,5.29,47.9,5,On-Time,Paid
292,16/05/2024,Ibadan,Fresh Fish,1204,478,Truck,Sunny,Low,MarineXpress,29.1,7.44,7.44,0,9.72,68.85,5,On-Time,Paid
293,05/10/2023,Kano,Frozen Fish,108,732,Motorcycle,Sunny,Medium,EcoMove,29.9,11.42,11.42,0,11.18,91.66,5,On-Time,Paid
294,07/12/2023,Kaduna,Fresh Fish,1233,748,Motorcycle,Sunny,Medium,MarineXpress,35.4,15.19,15.19,0,4,261.8,4.9,On-Time,Paid
295,07/07/2023,Ibadan,Frozen Fish,859,443,Van,Sunny,Medium,FishFleet,36,7.28,7.28,0,5.71,108.62,4.9,On-Time,Paid
296,29/03/2024,Port Harcourt,Fresh Fish,378,53,Motorcycle,Rainy,Low,BlueWave Logistics,25.6,0.81,2.54,103.8,4.77,15.56,1.9,Delayed,Paid
297,12/07/2024,Benin,Fresh Fish,607,614,Motorcycle,Rainy,Medium,EcoMove,26,9.05,10.19,68.4,7.56,113.7,3,Delayed,Paid
298,30/06/2024,Port Harcourt,Fresh Fish,1441,286,Van,Rainy,High,FishFleet,27.8,6.46,7.99,91.8,8.92,44.89,2.4,Delayed,Paid
299,01/04/2024,Benin,Frozen Fish,1036,471,Truck,Sunny,High,BlueWave Logistics,34.1,10.11,11.6,89.4,6.55,100.67,2.6,Delayed,Paid
300,05/02/2023,Ibadan,Fresh Fish,393,473,Van,Sunny,High,BlueWave Logistics,29.5,7.65,8.23,34.8,9.37,70.67,3.6,Delayed,Paid
301,07/12/2024,Kaduna,Frozen Fish,1385,215,Truck,Stormy,Medium,FishFleet,28.8,3.19,3.92,43.8,10.5,28.67,3,Delayed,Paid
302,17/02/2024,Enugu,Fresh Fish,684,131,Truck,Rainy,Medium,BlueWave Logistics,32.6,3.09,4.47,82.8,9.94,18.45,2.1,Delayed,Paid
303,19/07/2023,Kano,Frozen Fish,1287,321,Van,Rainy,High,FishFleet,40.6,6.82,10.34,211.2,9.78,45.95,1,Delayed,Pending
304,01/10/2024,Port Harcourt,Frozen Fish,1231,300,Truck,Stormy,High,EcoMove,23.8,4.47,7.48,180.6,4.09,102.69,1,Delayed,Paid
305,14/04/2023,Enugu,Frozen Fish,213,618,Truck,Stormy,Low,BlueWave Logistics,27.2,13.97,14.6,37.8,9.39,92.14,3.4,Delayed,Paid
306,30/09/2024,Enugu,Frozen Fish,331,23,Van,Stormy,Low,EcoMove,27.9,0.4,1.98,94.8,4.84,6.65,1.5,Delayed,Pending
307,31/08/2024,Lagos,Fresh Fish,1123,726,Truck,Sunny,Medium,MarineXpress,20.1,17.86,17.86,0,8.74,116.29,5,On-Time,Paid
308,08/05/2023,Lagos,Frozen Fish,179,658,Van,Stormy,High,EcoMove,27.4,13.83,15.91,124.8,10.54,87.4,1,Delayed,Paid
309,27/10/2024,Kano,Fresh Fish,1435,295,Motorcycle,Stormy,Medium,MarineXpress,25,6.13,7.72,95.4,9.97,41.42,1.1,Delayed,Paid
310,13/11/2024,Kaduna,Frozen Fish,925,151,Truck,Rainy,Medium,EcoMove,33.8,3.73,4.95,73.2,5.93,35.65,2.9,Delayed,Paid
311,06/02/2023,Lagos,Fresh Fish,312,93,Truck,Rainy,Medium,EcoMove,25.5,1.47,2.22,45,4.64,28.06,3.1,Delayed,Paid
312,22/06/2023,Port Harcourt,Frozen Fish,1228,244,Motorcycle,Stormy,Medium,EcoMove,28.2,3.96,5,62.4,4.16,82.12,2.8,Delayed,Paid
313,25/09/2024,Port Harcourt,Frozen Fish,1409,438,Van,Sunny,Low,EcoMove,35.2,10.9,10.9,0,7.98,76.84,5,On-Time,Paid
314,18/10/2023,Ibadan,Fresh Fish,1378,753,Truck,Sunny,High,MarineXpress,30.8,17.66,18.99,79.8,4.82,218.71,2,Delayed,Paid
315,22/10/2023,Port Harcourt,Fresh Fish,95,656,Truck,Sunny,Medium,EcoMove,27.5,10.38,10.38,0,8.4,109.33,4.8,On-Time,Pending
316,29/11/2023,Kano,Frozen Fish,1321,100,Van,Stormy,Low,FishFleet,23.7,2.14,3.25,66.6,5.01,27.94,1.7,Delayed,Paid
317,11/10/2023,Benin,Frozen Fish,782,186,Van,Sunny,High,EcoMove,27.7,3.25,4.08,49.8,8.89,29.29,3.3,Delayed,Paid
318,06/07/2023,Enugu,Frozen Fish,1286,742,Truck,Sunny,Low,EcoMove,30.5,10.85,10.85,0,11.95,86.93,4.6,On-Time,Pending
319,10/12/2024,Port Harcourt,Frozen Fish,1483,197,Truck,Rainy,Medium,BlueWave Logistics,29.8,4.31,5.43,67.2,5.28,52.23,3.7,Delayed,Paid
320,13/07/2024,Kano,Fresh Fish,51,142,Van,Rainy,High,EcoMove,30.8,3.41,5.98,154.2,9.28,21.42,1,Delayed,Paid
321,13/12/2023,Benin,Frozen Fish,767,374,Van,Rainy,High,BlueWave Logistics,31.5,6.48,10.45,238.2,6.4,81.81,1,Delayed,Paid
322,18/12/2024,Benin,Frozen Fish,791,799,Truck,Sunny,Low,FishFleet,26.9,16.15,16.15,0,9.1,122.92,5,On-Time,Pending
323,10/08/2024,Lagos,Frozen Fish,1393,592,Motorcycle,Sunny,Low,BlueWave Logistics,28.4,9.89,9.89,0,6.05,136.99,5,On-Time,Paid
324,04/08/2023,Benin,Frozen Fish,917,497,Truck,Rainy,Low,EcoMove,26.9,7.22,8.59,82.2,6.38,109.06,1.9,Delayed,Paid
325,17/08/2024,Kaduna,Fresh Fish,302,249,Truck,Rainy,Low,EcoMove,32.3,4.36,5.43,64.2,7.73,45.1,3.1,Delayed,Paid
326,13/12/2023,Benin,Fresh Fish,877,409,Truck,Sunny,Medium,FishFleet,25.1,6.76,6.76,0,11.04,51.87,5,On-Time,Paid
327,05/09/2023,Benin,Frozen Fish,138,152,Motorcycle,Sunny,Low,EcoMove,24.6,3.25,3.25,0,4.06,52.41,4.7,On-Time,Paid
328,17/02/2023,Enugu,Frozen Fish,1088,374,Motorcycle,Sunny,High,MarineXpress,34.7,5.98,8.07,125.4,6.09,85.98,1.3,Delayed,Paid
329,22/03/2023,Kaduna,Frozen Fish,1238,661,Truck,Sunny,Low,MarineXpress,33.3,15.87,15.87,0,5.17,178.99,5,On-Time,Paid
330,19/01/2024,Kano,Fresh Fish,741,120,Truck,Rainy,Medium,BlueWave Logistics,32.8,1.81,2.37,33.6,6.67,25.19,4.1,Delayed,Paid
331,15/02/2023,Kaduna,Frozen Fish,1021,306,Van,Rainy,High,BlueWave Logistics,28.5,5.73,9.26,211.8,7.47,57.35,1,Delayed,Pending
332,05/12/2024,Kaduna,Frozen Fish,667,526,Van,Sunny,High,MarineXpress,30.6,10.82,12.19,82.2,8.25,89.26,2,Delayed,Pending
333,12/07/2024,Kano,Frozen Fish,1492,125,Truck,Sunny,High,EcoMove,28.6,2.15,3.4,75,4.61,37.96,2.5,Delayed,Paid
334,22/11/2023,Enugu,Fresh Fish,1483,664,Motorcycle,Sunny,Low,MarineXpress,25.9,10.21,10.21,0,8.43,110.27,5,On-Time,Paid
335,07/08/2023,Port Harcourt,Fresh Fish,1034,231,Van,Stormy,Medium,BlueWave Logistics,22.5,4.44,6.22,106.8,11.4,28.37,1,Delayed,Paid
336,06/12/2024,Benin,Frozen Fish,518,735,Truck,Rainy,Low,FishFleet,27.2,12.26,13.52,75.6,8.65,118.96,2.5,Delayed,Paid
337,16/06/2024,Kaduna,Frozen Fish,690,83,Van,Sunny,Medium,FishFleet,22.8,1.23,1.23,0,10.38,11.19,4.9,On-Time,Paid
338,07/11/2024,Kaduna,Fresh Fish,486,350,Van,Sunny,Low,EcoMove,32,5.53,5.53,0,5.44,90.07,5,On-Time,Pending
